set_num,name,year,num_parts,theme_name,parent_theme,is_licensed,total_sets
7958-4,Advent Calendar 2011 Star Wars (Day  3) - Mechno-Chair,2011,,Star Wars,Seasonal,False,928
7958-5,Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid,2011,20.0,Star Wars,Seasonal,False,928
7958-6,Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,2011,20.0,Star Wars,Seasonal,False,928
7958-7,Advent Calendar 2011 Star Wars (Day  6) - Chewbacca,2011,,Star Wars,Seasonal,False,928
7958-8,Advent Calendar 2011 Star Wars (Day  7) - Tool Depot,2011,9.0,Star Wars,Seasonal,False,928
7958-9,Advent Calendar 2011 Star Wars (Day 8) - Zev Senesca,2011,,Star Wars,Seasonal,False,928
7959-1,Geonosian Starfighter,2011,,Star Wars Clone Wars,Star Wars,True,609
796-1,"Baseplates, Green and Yellow",1971,2.0,Supplemental,Universal Building Set,False,441
7961-1,Darth Maul's Sith Infiltrator,2011,,Star Wars Episode 1,Star Wars,True,609
7962-1,Anakin's and Sebulba's Podracers,2011,810.0,Star Wars Episode 1,Star Wars,True,609
7964-1,Republic Frigate,2011,1030.0,Star Wars Clone Wars,Star Wars,True,609
7965-1,Millennium Falcon,2011,,Star Wars Episode 4/5/6,Star Wars,True,609
7967-1,Fast,2010,68.0,Power Racers,Racers,False,265
7968-1,Strong,2010,90.0,Power Racers,Racers,False,265
7970-1,Hero,2010,,Power Racers,Racers,False,265
797-1,"2 large baseplates, gray/white",1971,2.0,Supplemental,Universal Building Set,False,441
7971-1,Bad,2010,,Power Racers,Racers,False,265
7976-1,Ocean Speeder,2011,,Atlantis,Atlantis,False,24
7977-1,Seabed Strider,2011,,Atlantis,Atlantis,False,24
7978-1,Angler Attack,2011,,Atlantis,Atlantis,False,24
7979-1,Advent Calendar 2008 Castle,2008,24.0,Castle,Seasonal,False,928
7979-10,Advent Calendar 2008 Castle  (Day 9) - Crossbow on Wheels,2008,7.0,Castle,Seasonal,False,928
7979-11,Advent Calendar 2008 Castle (Day 10) - Dwarf with Pick Axe,2008,,Castle,Seasonal,False,928
7979-12,Advent Calendar 2008 Castle (Day 11) - Fire and Crystal,2008,6.0,Castle,Seasonal,False,928
7979-13,Advent Calendar 2008 Castle (Day 12) - Container on Wheels,2008,,Castle,Seasonal,False,928
7979-14,Advent Calendar 2008 Castle (Day 13) - Tools Storage with Frog,2008,,Castle,Seasonal,False,928
7979-15,Advent Calendar 2008 Castle (Day 14) - Evil Witch,2008,,Castle,Seasonal,False,928
7979-16,Advent Calendar 2008 Castle (Day 15) - Cooking Pot with Snake,2008,9.0,Castle,Seasonal,False,928
7979-17,Advent Calendar 2008 Castle (Day 16) - Shelving with Bat,2008,,Castle,Seasonal,False,928
7979-18,Advent Calendar 2008 Castle (Day 17) - Crystal Ball,2008,,Castle,Seasonal,False,928
7979-19,Advent Calendar 2008 Castle (Day 18) - Maid with Broom and Rat,2008,6.0,Castle,Seasonal,False,928
7979-2,Advent Calendar 2008 Castle  (Day 1) - Soldier with Spear,2008,5.0,Castle,Seasonal,False,928
7979-20,Advent Calendar 2008 Castle (Day 19) - Food Basket,2008,4.0,Castle,Seasonal,False,928
7979-21,Advent Calendar 2008 Castle (Day 20) - Dinner Table,2008,,Castle,Seasonal,False,928
7979-22,Advent Calendar 2008 Castle (Day 21) - Troll Warrior,2008,5.0,Castle,Seasonal,False,928
7979-23,Advent Calendar 2008 Castle (Day 22) - Catapult,2008,,Castle,Seasonal,False,928
7979-24,Advent Calendar 2008 Castle (Day 23) - Treasure Chest with Spider,2008,,Castle,Seasonal,False,928
7979-25,Advent Calendar 2008 Castle (Day 24) - Jester,2008,4.0,Castle,Seasonal,False,928
7979-3,Advent Calendar 2008 Castle  (Day 2) - Brick Arch with Flag and Shield,2008,10.0,Castle,Seasonal,False,928
7979-4,Advent Calendar 2008 Castle  (Day 3) - Armour Stand,2008,,Castle,Seasonal,False,928
7979-5,Advent Calendar 2008 Castle  (Day 4) - White Skeleton with Flail,2008,,Castle,Seasonal,False,928
7979-6,Advent Calendar 2008 Castle  (Day 5) - Weapon Stand,2008,,Castle,Seasonal,False,928
7979-7,Advent Calendar 2008 Castle  (Day 6) - Black Skeleton with Crossbow,2008,7.0,Castle,Seasonal,False,928
7979-8,Advent Calendar 2008 Castle  (Day 7) - Castle Soldier with Sword,2008,5.0,Castle,Seasonal,False,928
7979-9,Advent Calendar 2008 Castle  (Day 8) - Archery Target,2008,,Castle,Seasonal,False,928
798-1,"Baseplates, Green",1972,2.0,Supplemental,Universal Building Set,False,441
7984-1,Deep Sea Raider,2011,265.0,Atlantis,Atlantis,False,24
7985-1,City of Atlantis,2011,686.0,Atlantis,Atlantis,False,24
7990-1,Cement Mixer,2007,,Construction,Town,False,1116
799-1,"Baseplate, Gray",1964,,Supplemental,Classic,False,354
7991-1,Garbage Truck,2007,,Traffic,Town,False,1116
7992-1,Container Stacker,2007,217.0,Cargo,Town,False,1116
7993-1,Service Station,2007,,Town,Town,False,1116
7994-1,LEGO City Harbor,2007,660.0,Harbor,Town,False,1116
7996-1,Double Crossover Track,2007,4.0,RC Train,Train,False,281
7997-1,Train Station,2007,,RC Train,Train,False,281
7998-1,Heavy Hauler,2007,331.0,Construction,Town,False,1116
8000-1,Pit Droid™ / Star Wars Pit Droid,2000,,Star Wars,Star Wars,True,609
800-1,Gear Set with Motor,1970,120.0,Gears,Universal Building Set,False,441
8001-1,Battle Droid™ / Star Wars Battle Droid,2000,336.0,Star Wars,Star Wars,True,609
800-2,Extra Bricks Red,1986,,Supplemental,Universal Building Set,False,441
8002-1,Destroyer Droid™ / Star Wars Destroyer Droid,2000,,Star Wars,Star Wars,True,609
8003-1,Volcano Climber,2000,,RoboRiders,Technic,False,536
8004-1,Dirt Bike,2000,,RoboRiders,Technic,False,536
8005-1,Ice Explorer,2000,34.0,RoboRiders,Technic,False,536
8006-1,Swamp Craft,2000,25.0,RoboRiders,Technic,False,536
8007-1,C-3PO™,2001,340.0,Star Wars,Star Wars,True,609
8008-1,Stormtrooper™,2001,,Star Wars,Star Wars,True,609
8009-1,R2-D2™,2002,,Star Wars,Star Wars,True,609
8010-1,Darth Vader™,2002,,Star Wars,Star Wars,True,609
801-1,Gear Set,1970,,Gears,Universal Building Set,False,441
8011-1,Jango Fett™,2002,,Star Wars,Star Wars,True,609
801-2,Extra Bricks Blue,1986,62.0,Supplemental,Universal Building Set,False,441
8012-1,Super Battle Droid™,2002,379.0,Star Wars,Star Wars,True,609
8014-1,Clone Walker Battle Pack,2009,79.0,Star Wars Clone Wars,Star Wars,True,609
8015-1,Assassin Droids Battle Pack,2009,,Star Wars Clone Wars,Star Wars,True,609
8016-1,Hyena Droid Bomber,2009,231.0,Star Wars Clone Wars,Star Wars,True,609
8017-1,Darth Vader's TIE Fighter,2009,250.0,Star Wars Episode 4/5/6,Star Wars,True,609
8018-1,Armored Assault Tank (AAT),2009,,Star Wars Clone Wars,Star Wars,True,609
8019-1,Republic Attack Shuttle,2009,636.0,Star Wars Clone Wars,Star Wars,True,609
8020-1,Universal Building Set,1984,119.0,Universal Building Set,Technic,False,536
802-1,Gear Supplementary Set,1970,,Gears,Universal Building Set,False,441
802-2,Extra Bricks White,1986,62.0,Supplemental,Universal Building Set,False,441
8022-1,TECHNIC Starter Set,1993,118.0,Universal Building Set,Technic,False,536
8024-1,Universal Building Set,1989,114.0,Universal Building Set,Technic,False,536
8026-1,Kraatu,2004,20.0,Bionicle,Bionicle,False,417
8028-1,TIE Fighter - Mini,2008,,Star Wars Episode 4/5/6,Star Wars,True,609
8029-1,Mini Snowspeeder,2008,66.0,Mini,Star Wars,True,609
8030-1,Universal Building Set,1982,,Universal Building Set,Technic,False,536
803-1,Extra Bricks Yellow,1986,,Supplemental,Universal Building Set,False,441
8031-1,V-19 Torrent - Mini,2008,,Star Wars Clone Wars,Star Wars,True,609
803-2,Gear/Wheel Set,1972,163.0,Gears,Universal Building Set,False,441
8032-1,Universal Set,1994,212.0,Universal Building Set,Technic,False,536
8033-1,General Grievous Starfighter - Mini,2009,44.0,Star Wars Episode 3,Star Wars,True,609
8034-1,Universal Building Set,1989,,Universal Building Set,Technic,False,536
8035-1,Universal Building Set,1986,,Universal Building Set,Technic,False,536
8036-1,Separatist Shuttle,2009,,Star Wars Clone Wars,Star Wars,True,609
8037-1,Anakin's Y-wing Starfighter,2009,569.0,Star Wars Clone Wars,Star Wars,True,609
8038-1,The Battle of Endor,2009,,Star Wars Episode 4/5/6,Star Wars,True,609
8039-1,Venator-Class Republic Attack Cruiser,2009,1169.0,Star Wars Clone Wars,Star Wars,True,609
8040-1,Universal Building Set,1984,,Universal Building Set,Technic,False,536
804-1,Extra Bricks Black,1986,,Supplemental,Universal Building Set,False,441
8041-1,Race Truck,2010,607.0,Race,Technic,False,536
8042-1,Universal Pneumatic Set,1993,230.0,Universal Building Set,Technic,False,536
8043-1,Motorized Excavator,2010,1124.0,Construction,Technic,False,536
8044-1,Universal Pneumatic Set,1989,,Universal Building Set,Technic,False,536
8045-1,Mini Telehandler,2010,118.0,Construction,Technic,False,536
8046-1,Helicopter,2010,152.0,Airport,Technic,False,536
8047-1,Compact Excavator,2010,252.0,Construction,Technic,False,536
8048-1,Buggy,2010,313.0,Off-Road,Technic,False,536
8049-1,Tractor with Log Loader,2010,,Farm,Technic,False,536
8050-1,Universal Building Set,1982,,Universal Building Set,Technic,False,536
805-1,Extra Bricks Gray,1986,,Supplemental,Universal Building Set,False,441
8051-1,Motorbike,2010,,Riding Cycle,Technic,False,536
8052-1,Container Truck,2010,685.0,Construction,Technic,False,536
8053-1,Mobile Crane,2010,1288.0,Construction,Technic,False,536
8054-1,Universal Building Set,1989,196.0,Universal Building Set,Technic,False,536
8055-1,Universal Building Set with Motor,1986,,Universal Building Set,Technic,False,536
8056-1,Monster Crab Clash,2010,,Atlantis,Atlantis,False,24
8057-1,Wreck Raider,2010,,Atlantis,Atlantis,False,24
8058-1,Guardian of the Deep,2010,,Atlantis,Atlantis,False,24
8059-1,Seabed Scavenger,2010,119.0,Atlantis,Atlantis,False,24
8060-1,Typhoon Turbo Sub,2010,,Atlantis,Atlantis,False,24
806-1,Extra Plates Blue,1986,42.0,Supplemental,Universal Building Set,False,441
8061-1,Gateway of the Squid,2010,,Atlantis,Atlantis,False,24
8062-1,Universal Set with Storage Case,1994,,Universal Building Set,Technic,False,536
8063-1,Tractor with Trailer,2009,,Farm,Technic,False,536
8064-1,Motorized Universal Building Set,1990,219.0,Universal Building Set,Technic,False,536
8065-1,Mini Container Truck,2011,119.0,Construction,Technic,False,536
8066-1,Off-Roader,2011,141.0,Off-Road,Technic,False,536
8067-1,Mini Mobile Crane,2011,292.0,Construction,Technic,False,536
8068-1,Rescue Helicopter,2011,407.0,Airport,Technic,False,536
8069-1,Backhoe Loader,2011,608.0,Construction,Technic,False,536
8070-1,Supercar,2011,,Technic,Technic,False,536
807-1,Extra Plates Red,1986,42.0,Supplemental,Universal Building Set,False,441
8071-1,Lift Truck,2011,,Model,Technic,False,536
8072-1,Sea Jet,2010,,Atlantis,Atlantis,False,24
8073-1,Manta Warrior,2010,13.0,Atlantis,Atlantis,False,24
8074-1,Universal Building Set with Flex System,1992,313.0,Universal Building Set,Technic,False,536
8075-1,Neptune Carrier,2010,,Atlantis,Atlantis,False,24
8076-1,Deep Sea Striker,2010,,Atlantis,Atlantis,False,24
8077-1,Atlantis Exploration HQ,2010,,Atlantis,Atlantis,False,24
8078-1,Portal of Atlantis,2010,,Atlantis,Atlantis,False,24
8079-1,Shadow Snapper,2010,244.0,Atlantis,Atlantis,False,24
8080-1,Undersea Explorer,2010,,Atlantis,Atlantis,False,24
808-1,Wheels and Tires,1986,40.0,Supplemental,Universal Building Set,False,441
8081-1,Extreme Cruiser,2011,589.0,Model,Technic,False,536
8082-1,Universal Building Set,1993,456.0,Universal Building Set,Technic,False,536
8083-1,Rebel Trooper Battle Pack,2010,79.0,Star Wars Episode 4/5/6,Star Wars,True,609
8084-1,Snowtrooper Battle Pack,2010,74.0,Star Wars Episode 4/5/6,Star Wars,True,609
8085-1,Freeco Speeder,2010,,Star Wars Clone Wars,Star Wars,True,609
8086-1,Droid Tri-Fighter,2010,,Star Wars Clone Wars,Star Wars,True,609
8087-1,TIE Defender,2010,304.0,Star Wars Other,Star Wars,True,609
8088-1,ARC-170 Starfighter,2010,395.0,Star Wars Clone Wars,Star Wars,True,609
8089-1,Hoth Wampa Cave,2010,296.0,Star Wars Episode 4/5/6,Star Wars,True,609
8090-1,TECHNIC Universal Set,1982,,Universal Building Set,Technic,False,536
809-1,Doors and Windows,1986,38.0,Supplemental,Universal Building Set,False,441
8091-1,Republic Swamp Speeder - Limited Edition,2010,175.0,Star Wars Clone Wars,Star Wars,True,609
8092-1,Luke's Landspeeder,2010,163.0,Star Wars Episode 4/5/6,Star Wars,True,609
8093-1,Plo Koon’s Jedi Starfighter,2010,174.0,Star Wars Episode 3,Star Wars,True,609
8094-1,TECHNIC Control Center,1990,548.0,Universal Building Set,Technic,False,536
8095-1,General Grievous’ Starfighter,2010,453.0,Star Wars Clone Wars,Star Wars,True,609
8096-1,Emperor Palpatine’s Shuttle,2010,,Star Wars Episode 3,Star Wars,True,609
8097-1,Slave I (Third Edition) [Initial Release],2010,562.0,Star Wars Episode 4/5/6,Star Wars,True,609
8098-1,Clone Turbo Tank,2010,1142.0,Star Wars Clone Wars,Star Wars,True,609
8099-1,Midi-Scale Imperial Star Destroyer,2010,423.0,Star Wars Episode 4/5/6,Star Wars,True,609
810003-1,LEGO Collector,2008,0.0,Books,Books,False,63
810005-1,LEGO Collector's Guide 2nd Edition,2011,0.0,Books,Books,False,63
8100-1,Cyclone Defender,2007,91.0,Exo-Force,Exo-Force,False,47
810-1,Basic Motor Set,1985,,Supplemental,Universal Building Set,False,441
8101-1,Claw Crusher,2007,98.0,Exo-Force,Exo-Force,False,47
810-2,Town Plan - Continental European,1961,,Town Plan,Classic,False,354
8102-1,Blade Titan,2007,161.0,Exo-Force,Exo-Force,False,47
810-3,Gear Truck Set,1974,110.0,Gears,Universal Building Set,False,441
8103-1,Sky Guardian,2007,143.0,Exo-Force,Exo-Force,False,47
810-4,"Town Plan - UK, Cardboard box",1962,755.0,Town Plan,Classic,False,354
8104-1,Shadow Crawler,2007,160.0,Exo-Force,Exo-Force,False,47
8105-1,Iron Condor,2007,,Exo-Force,Exo-Force,False,47
8106-1,Aero Booster,2007,311.0,Exo-Force,Exo-Force,False,47
8107-1,Fight for the Golden Tower,2007,,Exo-Force,Exo-Force,False,47
8108-1,Mobile Devastator,2007,,Exo-Force,Exo-Force,False,47
8109-1,Flatbed Truck,2011,1114.0,Model,Technic,False,536
8110-1,Unimog U400,2011,,Model,Technic,False,536
811-1,"Red Roof Bricks, Steep Pitch",1986,,Supplemental,Universal Building Set,False,441
8111-1,River Dragon,2008,113.0,Exo-Force,Exo-Force,False,47
811-2,Gear Crane Set,1974,181.0,Gears,Universal Building Set,False,441
8112-1,Battle Arachnoid,2008,130.0,Exo-Force,Exo-Force,False,47
8113-1,Assault Tiger,2008,164.0,Exo-Force,Exo-Force,False,47
8114-1,Chameleon Hunter,2008,189.0,Exo-Force,Exo-Force,False,47
8115-1,Dark Panther,2008,243.0,Exo-Force,Exo-Force,False,47
8117-1,Storm Lasher,2008,282.0,Exo-Force,Exo-Force,False,47
8118-1,Hybrid Rescue Tank,2008,346.0,Exo-Force,Exo-Force,False,47
8119-1,Thunder Racer,2009,,Tiny Turbos,Racers,False,265
8120-1,Rally Sprinter,2009,,Tiny Turbos,Racers,False,265
812-1,Gear Supplementary Set,1974,,Gears,Universal Building Set,False,441
8121-1,Track Marshal,2009,,Tiny Turbos,Racers,False,265
812-2,"Red Roof Bricks, Shallow Pitch",1986,,Supplemental,Universal Building Set,False,441
8122-1,Desert Viper,2009,,Tiny Turbos,Racers,False,265
8123-1,Ferrari F1 Racers,2009,,Racers,Racers,False,265
8124-1,Ice Rally,2009,,Tiny Turbos,Racers,False,265
8125-1,Thunder Raceway,2009,160.0,Tiny Turbos,Racers,False,265
8126-1,Desert Challenge,2009,145.0,Tiny Turbos,Racers,False,265
8128-1,Cad Bane's Speeder,2010,317.0,Star Wars Clone Wars,Star Wars,True,609
8129-1,AT-AT Walker,2010,811.0,Star Wars Episode 4/5/6,Star Wars,True,609
8130-1,Terrain Crusher,2007,,Tiny Turbos,Racers,False,265
813-1,"Baseplate, Green",1986,1.0,Supplemental,Universal Building Set,False,441
8131-1,Raceway Rider,2007,,Tiny Turbos,Racers,False,265
813-2,Gear Bulldozer Set,1974,,Gears,Universal Building Set,False,441
8132-1,Night Driver,2007,,Tiny Turbos,Racers,False,265
8133-1,Rally Rider,2007,50.0,Tiny Turbos,Racers,False,265
8134-1,Night Crusher,2007,,Tiny Turbos,Racers,False,265
8135-1,Bridge Chase,2007,542.0,Tiny Turbos,Racers,False,265
8136-1,Fire Crusher,2007,64.0,Power Racers,Racers,False,265
8137-1,Booster Beast,2007,,Power Racers,Racers,False,265
8138-1,Phantom Crasher,2007,84.0,Power Racers,Racers,False,265
8139-1,Night Blazer,2007,65.0,Power Racers,Racers,False,265
8140-1,Tow Trasher,2007,183.0,Power Racers,Racers,False,265
814-1,"Baseplates, Green, Red and Yellow",1986,,Supplemental,Universal Building Set,False,441
8141-1,Off Road Power,2007,,Power Racers,Racers,False,265
814-2,Gear Farm Set,1975,89.0,Gears,Universal Building Set,False,441
8142-1,Ferrari 248 1:24 (Vodafone stickers),2007,166.0,Ferrari,Racers,False,265
8142-2,Ferrari 248 F1 1:24 (Alice version),2007,166.0,Ferrari,Racers,False,265
8143-1,Ferrari 1:17 F430 Challenge,2007,,Ferrari,Racers,False,265
8144-1,Ferrari 248 F1 Team (Schumacher Edition),2007,710.0,Ferrari,Racers,False,265
8144-2,Ferrari 248 F1 Team (Raikkonen Edition),2007,,Ferrari,Racers,False,265
8145-1,Ferrari 599 GTB Fiorano 1:10,2007,1325.0,Ferrari,Racers,False,265
8146-1,Nitro Muscle,2007,597.0,Power Racers,Racers,False,265
8147-1,Bullet Run,2007,,Tiny Turbos,Racers,False,265
8148-1,EZ-Roadster,2008,,Tiny Turbos,Racers,False,265
8149-1,Midnight Streak,2008,42.0,Tiny Turbos,Racers,False,265
8150-1,ZX Turbo,2008,54.0,Tiny Turbos,Racers,False,265
815-1,"Baseplate, Gray",1986,1.0,Supplemental,Universal Building Set,False,441
8151-1,Adrift Sport,2008,,Tiny Turbos,Racers,False,265
8152-1,Speed Chasing,2008,141.0,Tiny Turbos,Racers,False,265
8153-1,Ferrari F1 Truck 1:55,2008,269.0,Ferrari,Racers,False,265
8154-1,Brick Street Customs,2008,,Tiny Turbos,Racers,False,265
8155-1,Ferrari F1 Pit 1:55,2008,,Ferrari,Racers,False,265
8156-1,Ferrari FXX 1:17,2008,625.0,Ferrari,Racers,False,265
8157-1,Ferrari F1 1:9,2009,996.0,Ferrari,Racers,False,265
8158-1,Speed Racer & Snake Oiler,2008,,Speed Racer,Racers,False,265
8159-1,Racer X & Taejo Togokhan,2008,,Speed Racer,Racers,False,265
8160-1,Cruncher Block & Racer X,2008,,Speed Racer,Racers,False,265
816-1,"Lighting Bricks, 4.5V",1987,17.0,Supplemental,Universal Building Set,False,441
8161-1,Grand Prix Race,2008,598.0,Speed Racer,Racers,False,265
8162-1,Race Rig,2009,103.0,Power Racers,Racers,False,265
8163-1,Blue Sprinter,2009,109.0,Power Racers,Racers,False,265
8164-1,Extreme Wheelie,2009,86.0,Power Racers,Racers,False,265
8165-1,Monster Jumper,2009,90.0,Power Racers,Racers,False,265
8166-1,Wing Jumper,2009,202.0,Power Racers,Racers,False,265
8167-1,Jump Riders,2009,208.0,Power Racers,Racers,False,265
8168-1,Ferrari Victory,2009,,Ferrari,Racers,False,265
8169-1,Lamborghini Gallardo LP 560-4,2009,740.0,Lamborghini,Racers,False,265
818-1,"Pullback Motor, Red",1990,,Supplemental,Universal Building Set,False,441
8182-1,Monster Crushers,2009,387.0,Tiny Turbos,Racers,False,265
8183-1,Track Turbo RC,2009,91.0,Radio Control,Racers,False,265
8184-1,Twin X-treme RC,2009,238.0,Radio Control,Racers,False,265
8185-1,Ferrari Truck,2009,,Ferrari,Racers,False,265
8186-1,Street Extreme,2009,,Tiny Turbos,Racers,False,265
8188-1,Fire Blaster,2010,69.0,Power Miners,Power Miners,False,23
8189-1,Magma Mech,2010,185.0,Power Miners,Power Miners,False,23
8190-1,Claw Catcher,2010,,Power Miners,Power Miners,False,23
819-1,Blue Sea Plate,1991,1.0,Supplemental,Universal Building Set,False,441
8191-1,Lavatraz,2010,383.0,Power Miners,Power Miners,False,23
8192-1,Lime Racer,2010,43.0,Tiny Turbos,Racers,False,265
8193-1,Blue Bullet,2010,49.0,Tiny Turbos,Racers,False,265
8194-1,Nitro Muscle,2010,47.0,Tiny Turbos,Racers,False,265
8195-1,Turbo Tow,2010,,Tiny Turbos,Racers,False,265
8196-1,Chopper Jump,2010,141.0,Tiny Turbos,Racers,False,265
8197-1,Highway Chaos,2010,,Tiny Turbos,Racers,False,265
8198-1,Ramp Crash,2010,145.0,Tiny Turbos,Racers,False,265
8199-1,Security Smash,2010,135.0,Tiny Turbos,Racers,False,265
8-2,Universal Building Set,1979,,Basic Set,Universal Building Set,False,441
8200-1,Radiator Springs Lightning McQueen,2011,35.0,Cars,Cars,True,27
820-1,Red Plates Parts Pack,1980,,Supplemental,Universal Building Set,False,441
8201-1,Radiator Springs Classic Mater,2011,,Cars,Cars,True,27
820-2,"LegoWooden Storage Box Large (Double Latch) with Contents, with Lattice",1966,0.0,Classic,Classic,False,354
8202-1,Blast Off Chopper with Bungee Cord Power!,1998,,Competition,Technic,False,536
8203-1,Rover Discovery,1998,,Off-Road,Technic,False,536
8204-1,Sky Flyer I,1998,,Airport,Technic,False,536
8205-1,Bungee Blaster,1997,63.0,Race,Technic,False,536
8206-1,Tokyo Pit Stop,2011,,Cars,Cars,True,27
8207-1,Dune Duster / Hawaiian Beach Racer,1996,,Off-Road,Technic,False,536
8208-1,Custom Cruiser,1998,,Riding Cycle,Technic,False,536
8209-1,F1 Racer / Future F1,1998,48.0,Race,Technic,False,536
8210-1,Nitro Bike GTX / GTX 500,1995,,Riding Cycle,Technic,False,536
821-1,"Brick Separator, Gray",1990,1.0,Supplemental,Universal Building Set,False,441
8211-1,Brick Street Getaway,2010,552.0,Tiny Turbos,Racers,False,265
821264-1,The Lego High Speed Adventure Team (TRU Exclusive),1991,3.0,Classic Town,Town,False,1116
8213-1,Spy Runner,1998,,Race,Technic,False,536
8214-1,Gallardo LP 560-4 Polizia,2010,800.0,Lamborghini,Racers,False,265
8215-1,Gyro Copter,1997,106.0,Airport,Technic,False,536
8216-1,Turbo I,1997,,Race,Technic,False,536
8217-1,The Wasp,1998,63.0,Airport,Technic,False,536
8218-1,Trike Tourer,1998,70.0,Riding Cycle,Technic,False,536
8219-1,Go-Cart,1998,,Race,Technic,False,536
822-1,Blue Plates Parts Pack,1980,,Supplemental,Universal Building Set,False,441
8221-1,Storming Enforcer,2011,95.0,Power Racers,Racers,False,265
8222-1,V-TOL,1997,,Airport,Technic,False,536
8223-1,Hydrofoil 7 / Powerboat Columbia,1996,,Harbor,Technic,False,536
8225-1,Road Rally V / Super Kart,1995,97.0,Race,Technic,False,536
8226-1,Mud Masher / Desert Stormer,1998,120.0,Off-Road,Technic,False,536
8227-1,Dragon Dueller,2011,,Power Racers,Racers,False,265
8228-1,Sting Striker,2011,81.0,Power Racers,Racers,False,265
8229-1,Tread Trekker,1997,185.0,Off-Road,Technic,False,536
8230-1,Coastal Cop Buggy / Miami Police Patrol,1996,,Technic,Technic,False,536
8231-1,Vicious Viper,2011,,Power Racers,Racers,False,265
8232-1,Chopper Force,1997,,Airport,Technic,False,536
8233-1,MC vs. Stinger,1998,118.0,Competition,Technic,False,536
8235-1,Front End Loader,1995,166.0,Construction,Technic,False,536
8236-1,Bike Burner,2000,59.0,Speed Slammers,Technic,False,536
8237-1,Slammer Racer / Formula Force,2000,112.0,Speed Slammers,Technic,False,536
8238-1,Slammer Dragsters / Dueling Dragsters,2000,,Speed Slammers,Technic,False,536
8239-1,Cyber Challenge,1998,121.0,Competition,Technic,False,536
8240-1,Slammer Stunt Bike,2001,,Speed Slammers,Technic,False,536
8241-1,Battle Cars,2001,110.0,Speed Slammers,Technic,False,536
8242-1,Slammer Turbo,2001,251.0,Speed Slammers,Technic,False,536
8244-1,Convertables,1996,275.0,Universal Building Set,Technic,False,536
8245-1,Robot's Revenge,1998,,Competition,Technic,False,536
8246-1,Hydro Racer / Swamp Boat,1999,,Harbor,Technic,False,536
8247-1,Road Rebel / Buggy Racer,1999,,Race,Technic,False,536
8248-1,Forklift,1998,227.0,Construction,Technic,False,536
8250-1,Search Sub [No CD],1997,370.0,Harbor,Technic,False,536
8251-1,Sonic Cycle / Motorbike,1999,88.0,Riding Cycle,Technic,False,536
8252-1,Beach Buster / Police Car,1999,168.0,Technic,Technic,False,536
8253-1,Fire Helicopter,1999,210.0,Technic,Technic,False,536
8255-1,Rescue Motorbike / Rescue Trike,1999,,Riding Cycle,Technic,False,536
8256-1,Go-Kart,2009,,Race,Technic,False,536
8257-1,Cyber Strikers,1998,367.0,Competition,Technic,False,536
8258-1,Crane Truck,2009,1876.0,Traffic,Technic,False,536
8259-1,Mini Bulldozer,2009,,Construction,Technic,False,536
8260-1,Tractor,2009,,Construction,Technic,False,536
8261-1,Rally Truck,2009,,Off-Road,Technic,False,536
8262-1,Quad Bike,2009,,Riding Cycle,Technic,False,536
8263-1,Snow Groomer,2009,590.0,Traffic,Technic,False,536
8264-1,Hauler,2009,,Construction,Technic,False,536
8265-1,Front Loader,2009,1060.0,Construction,Technic,False,536
8266-1,Spyder Slayer,1998,,Competition,Technic,False,536
8268-1,Scorpion Attack,1999,,Competition,Technic,False,536
8269-1,Competition Ultra Challenge [aka Cyber Stinger],1999,327.0,Competition,Technic,False,536
8270-1,Rough Terrain Crane,2007,106.0,Construction,Technic,False,536
8271-1,Wheel Loader,2007,,Construction,Technic,False,536
8272-1,Snowmobile,2007,331.0,Off-Road,Technic,False,536
8273-1,Off Road Truck,2007,804.0,Traffic,Technic,False,536
8274-1,Combine Harvester,2007,,Farm,Technic,False,536
8275-1,Motorized Bulldozer,2007,1381.0,Construction,Technic,False,536
8277-1,Giant Model Set,1997,553.0,Robot,Technic,False,536
8279-1,4WD X-Track,2000,,Off-Road,Technic,False,536
8280-1,Fire Engine / Fire Response Unit,1995,430.0,Fire,Technic,False,536
8281-1,Mini Tractor,2006,121.0,Farm,Technic,False,536
8282-1,Quad Bike,2006,200.0,Riding Cycle,Technic,False,536
8283-1,Telehandler,2006,324.0,Construction,Technic,False,536
8284-1,Tractor / Dune Buggy,2006,872.0,Off-Road,Technic,False,536
8284-2,Tractor / Dune Buggy,2006,872.0,Farm,Technic,False,536
8285-1,Tow Truck,2006,1877.0,Traffic,Technic,False,536
8286-1,3 In 1 Car / Amphipower,1996,731.0,Traffic,Technic,False,536
8287-1,Motor Box,2006,93.0,Supplemental,Technic,False,536
8288-1,Crawler Crane,2006,800.0,Construction,Technic,False,536
8289-1,Fire Truck,2006,,Fire,Technic,False,536
8290-1,Mini Forklift,2008,,Construction,Technic,False,536
8291-1,Dirt Bike,2008,,Riding Cycle,Technic,False,536
8292-1,Cherry Picker,2008,,Construction,Technic,False,536
8293-1,Power Functions Motor Set,2008,10.0,Power Functions,Power Functions,False,17
8294-1,Excavator,2008,,Construction,Technic,False,536
8295-1,Telescopic Handler,2008,1180.0,Construction,Technic,False,536
8296-1,Dune Buggy,2008,199.0,Off-Road,Technic,False,536
